"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_total_stolen_base","r_run","r_stolen_base_pct","woba","bacon","xbacon","xbadiff","xslgdiff","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","solidcontact_percent","hard_hit_percent","meatball_percent","whiff_percent","swing_percent","batted_ball"
"Baker, Luken","663609","2023","26","86","99","18","13","3","0","2","31","13",31.3,13.1,".209",".314",".313","0.627","10","0","9",,".285",".327",".371","-0.028","-0.070","93.1","16.9",38.2,"4",7.3,14.5,52.7,7.4,31.6,41.7,"55"
"Madrigal, Nick","663611","2023","26","270","294","71","52","16","1","2","24","10",8.2,3.4,".263",".352",".311","0.663","28","10","34",,".294",".289",".302","-0.012",".015","86.2","3.7",29.9,"2",0.8,2,27.5,8,9.4,45,"251"
"Larnach, Trevor","663616","2023","26","183","212","39","21","7","3","8","72","27",34,12.7,".213",".415",".311","0.726","40","1","26",,".313",".345",".352","-0.002","-0.016","90.1","17.5",41.6,"15",13.3,12.4,49.6,7.8,36.5,41,"113"
"Mountcastle, Ryan","663624","2023","26","423","470","114","74","21","1","18","107","37",22.8,7.9,".270",".452",".328","0.780","68","3","64",,".333",".353",".361","-0.003","-0.051","91.4","12",35.9,"39",12.1,7.1,44.9,6.2,28.3,54.7,"323"
"McKenna, Ryan","663630","2023","26","122","139","31","22","7","0","2","40","9",28.8,6.5,".254",".361",".316","0.677","18","5","23",,".298",".369",".329",".028",".028","91","13",31,"6",6.9,4.6,40.2,8.5,33.9,53.2,"87"
"Hayes, Ke'Bryan","663647","2023","26","494","525","134","81","31","7","15","104","28",19.8,5.3,".271",".453",".309","0.762","61","10","65",,".324",".341",".347","-0.002",".013","92.2","13.2",34.1,"29",7.4,9.9,48.3,7.6,21.2,45.6,"393"
"Tucker, Kyle","663656","2023","26","574","674","163","92","37","5","29","92","80",13.6,11.9,".284",".517",".369","0.886","112","30","97",,".372",".331",".346","-0.008","-0.013","90.2","14.8",35.4,"52",10.6,8.1,45.9,7.4,18.5,47,"492"
"India, Jonathan","663697","2023","26","454","529","111","71","23","0","17","109","52",20.6,9.8,".244",".407",".338","0.745","61","14","78",,".327",".315",".329","-0.008","-0.017","89.5","15.2",37.2,"27",7.7,7.7,38.6,7.5,22,38.6,"352"
"Bart, Joey","663698","2023","26","87","95","18","13","5","0","0","23","3",24.2,3.2,".207",".264",".263","0.527","5","0","9",,".239",".277",".269",".013","-0.019","86.2","15.4",23.1,"4",6.2,6.2,26.2,6.9,27.1,48.6,"65"
"Raleigh, Cal","663728","2023","26","513","569","119","65","23","1","30","158","54",27.8,9.5,".232",".456",".306","0.762","75","0","78",,".326",".334",".336","-0.001","-0.010","89.5","20.3",36.5,"45",12.6,7,41,6.8,29.9,49.7,"356"
"Fortes, Nick","663743","2023","26","294","323","60","44","10","0","6","59","17",18.3,5.3,".204",".299",".263","0.562","26","4","33",,".251",".253",".267","-0.010","-0.029","88.2","13.9",27.1,"9",3.8,5.8,35,8,16.5,45.5,"240"
"Grisham, Trent","663757","2023","26","469","555","93","48","31","1","13","154","75",27.7,13.5,".198",".352",".315","0.667","50","15","67",,".299",".294",".325","-0.020","-0.044","90.3","18.3",32.8,"38",11.9,7.5,40,7.8,28.3,41.6,"320"
"Montes, Coco","663796","2023","26","38","41","7","4","2","0","1","12","2",29.3,4.9,".184",".316",".244","0.560","3","0","3",,".247",".269",".218",".035",".084","82.5","19.8",34.6,"1",3.8,7.7,19.2,11.3,28.7,61.7,"26"
"Vierling, Matt","663837","2023","26","479","530","125","89","21","5","10","112","44",21.1,8.3,".261",".388",".329","0.717","44","6","63",,".315",".340",".348","-0.005","-0.008","89.1","9.1",32.2,"17",4.6,5.1,42.8,7.7,19.3,44.3,"369"
"Rivas III, Alfonso","663845","2023","26","109","123","25","11","10","1","3","36","9",29.3,7.3,".229",".422",".303","0.725","15","1","8",,".313",".338",".320",".012",".079","89.2","11.1",41.3,"5",6.7,5.3,38.7,8.5,27.4,42.7,"75"
"Gonzalez, Romy","663853","2023","26","93","97","18","9","4","2","3","36","2",37.1,2.1,".194",".376",".208","0.584","14","7","11",,".244",".310",".346","-0.017","-0.014","90.5","5",40.7,"8",13.6,5.1,42.4,5.2,38.1,49.9,"59"
"Stephenson, Tyler","663886","2023","26","465","517","113","78","20","2","13","135","47",26.1,9.1,".243",".378",".317","0.695","56","0","59",,".305",".341",".343",".000","-0.019","89.4","8.9",33.5,"25",7.6,9.4,43.5,7,28.4,42.5,"331"
"Williams, Luke","663897","2023","26","19","19","1","1","0","0","0","7","0",36.8,0,".053",".053",".053","0.106","0","4","1",,".046",".083",".076",".005","-0.024","83.2","14.8",16.7,"0",0,0,16.7,7.5,34.2,56.7,"12"
"Rodgers, Brendan","663898","2023","26","178","192","46","32","9","1","4","41","11",21.4,5.7,".258",".388",".313","0.701","20","0","21",,".307",".336",".333",".002","-0.040","88.3","4.8",35.8,"15",10.9,5.1,40.1,7.6,25.4,48.1,"137"
"Blankenhorn, Travis","663905","2023","26","31","37","5","4","0","0","1","6","6",16.2,16.2,".161",".258",".297","0.555","1","0","2",,".262",".200",".279","-0.064","-0.103","92.3","6.1",24,"1",4,8,52,5.1,31.7,44.1,"25"
"Salazar, César","663967","2023","27","18","19","2","2","0","0","0","6","1",31.6,5.3,".111",".111",".158","0.269","0","0","1",,".130",".167",".217","-0.034","-0.072","85.9","17.1",25,"0",0,0,8.3,2.4,27.7,57.3,"12"
"Lowe, Nathaniel","663993","2023","27","623","724","163","105","38","3","17","165","93",22.8,12.8,".262",".414",".360","0.774","82","1","89",,".340",".354",".356","-0.001",".008","89.8","7.2",36.7,"30",6.5,6.3,41.6,7.2,20.6,43.8,"461"
"Happ, Ian","664023","2023","28","580","691","144","84","35","4","21","153","99",22.1,14.3,".248",".431",".360","0.791","84","14","86",,".345",".333",".345","-0.006",".004","89.9","13",36.7,"39",9,5.5,39,6.5,25.2,44.4,"433"
"Mathias, Mark","664029","2023","28","62","72","14","12","2","0","0","15","10",20.8,13.9,".226",".258",".333","0.591","6","3","6",,".278",".298",".301","-0.003","-0.020","83.6","1.3",25.5,"0",0,0,29.8,8,29.8,40.5,"47"
"France, Ty","664034","2023","28","587","665","147","103","32","0","12","117","43",17.6,6.5,".250",".366",".337","0.703","58","1","79",,".315",".312",".336","-0.020","-0.054","87.5","13.7",36.9,"32",6.8,5.1,38.6,7.5,21.9,53.2,"471"
"Lowe, Brandon","664040","2023","28","377","436","87","50","15","1","21","119","50",27.3,11.5,".231",".443",".328","0.771","68","7","58",,".334",".333",".342","-0.004","-0.006","91.4","16",32.6,"28",10.7,7.3,47.5,7,32,51.6,"261"
"Bader, Harrison","664056","2023","29","319","344","74","53","12","2","7","59","17",17.2,4.9,".232",".348",".274","0.622","40","20","44",,".271",".280",".289","-0.002","-0.027","85.9","17.8",32.8,"14",5.3,7.5,31.7,7.1,24.6,48.5,"265"
"Stevenson, Andrew","664057","2023","29","37","40","7","6","1","0","0","8","2",20,5,".189",".216",".250","0.466","1","4","4",,".216",".241",".212",".023",".013","85.4","1.6",17.2,"0",0,3.4,20.7,3.4,25.8,53.4,"29"
"Fletcher, David","664058","2023","29","89","97","22","19","1","0","2","9","7",9.3,7.2,".247",".326",".302","0.628","12","0","7",,".276",".275",".255",".018",".045","83.3","9.3",32.1,"0",0,1.2,19.8,9.2,16.4,50.5,"81"
"Haggerty, Sam","664059","2023","29","91","108","23","18","3","1","1","17","15",15.7,13.9,".253",".341",".364","0.705","5","10","13",,".321",".311",".327","-0.013",".012","85.9","12.1",32,"1",1.3,1.3,26.7,9,21.6,48.2,"75"
"Moore, Dylan","664238","2023","30","145","165","30","13","9","1","7","56","16",33.9,9.7,".207",".428",".303","0.731","19","7","18",,".317",".337",".330",".004","-0.004","89","21.4",40.4,"15",16.9,11.2,44.9,8.1,33.4,46,"89"
"Garlick, Kyle","664247","2023","31","28","30","5","2","1","0","2","11","2",36.7,6.7,".179",".429",".233","0.662","4","0","2",,".280",".294",".330","-0.021","-0.119","92.1","17.2",29.4,"5",29.4,5.9,58.8,7.5,38.3,39.2,"17"
"Florial, Estevan","664314","2023","25","61","71","14","10","3","1","0","20","7",28.2,9.9,".230",".311",".324","0.635","8","3","5",,".288",".333",".351","-0.011","-0.033","86.2","17.2",38.1,"1",2.4,9.5,33.3,5.4,36.5,46.6,"42"
"Straw, Myles","664702","2023","28","462","518","110","88","18","3","1","97","42",18.7,8.1,".238",".297",".301","0.598","29","20","52",,".268",".296",".300","-0.001","-0.003","86.3","9.4",34,"2",0.5,2.4,23.3,9.7,14,44,"377"
"Isbel, Kyle","664728","2023","26","292","313","70","41","22","2","5","59","17",18.8,5.4,".240",".380",".282","0.662","34","7","45",,".286",".298",".307","-0.007",".005","89.4","14.6",32.2,"13",5.5,5.5,39.8,8,20.5,46.9,"236"
"Bohm, Alec","664761","2023","26","558","611","153","102","31","0","20","94","42",15.4,6.9,".274",".437",".327","0.764","97","4","74",,".329",".326",".345","-0.016","-0.016","89.4","11.1",35.1,"27",5.7,7,41.7,7.9,18.1,49.8,"470"
"Lukes, Nathan","664770","2023","28","26","31","5","3","1","1","0","9","4",29,12.9,".192",".308",".290","0.598","2","0","4",,".266",".278",".305","-0.019","-0.002","86.5","13",38.9,"0",0,11.1,38.9,13.4,19.4,55.4,"18"
"Wade Jr., LaMonte","664774","2023","29","429","519","110","77","14","2","17","95","76",18.3,14.6,".256",".417",".373","0.790","45","2","64",,".347",".325",".337","-0.009","-0.037","88.4","17.4",33.6,"31",9.1,5.8,39.8,8,20.7,39.5,"342"
"Zavala, Seby","664874","2023","29","175","193","30","19","4","0","7","70","12",36.3,6.2,".171",".314",".230","0.544","18","1","17",,".239",".280",".313","-0.017",".009","87.5","14.9",34.9,"6",5.5,8.3,36.7,7.3,38.4,54.3,"109"
"Mendick, Danny","664901","2023","29","65","69","12","8","3","0","1","15","4",21.7,5.8,".185",".277",".232","0.509","4","1","4",,".226",".240",".269","-0.022","-0.027","89.1","11",32,"2",4,2,40,6.9,24.2,44.9,"50"
"Brown, Seth","664913","2023","30","343","378","76","42","19","1","14","101","30",26.7,7.9,".222",".405",".286","0.691","52","3","33",,".298",".311",".334","-0.015","-0.046","90.5","16.4",32.7,"30",12.2,9.8,46.5,7.5,31.3,50.3,"245"
"Sullivan, Brett","664954","2023","29","81","86","17","13","3","0","1","19","4",22.1,4.7,".210",".284",".244","0.528","6","0","7",,".232",".270",".291","-0.016","-0.016","86.9","16.3",31.7,"1",1.6,3.2,28.6,7.7,18.4,47,"63"
"McCarthy, Jake","664983","2023","25","276","312","67","53","7","5","2","62","26",19.9,8.3,".243",".326",".318","0.644","16","26","37",,".289",".312",".313",".001","-0.005","85.3","7.5",32,"5",2.3,6.8,23.7,7.9,21.7,51.1,"219"
"Clemens, Kody","665019","2023","27","139","148","32","21","7","0","4","40","8",27,5.4,".230",".367",".277","0.644","13","0","15",,".281",".323",".310",".009",".024","90.4","15.2",29.3,"6",6.1,6.1,40.4,9,27.9,47.6,"99"
"Walsh, Jared","665120","2023","29","104","116","13","5","4","0","4","45","11",38.8,9.5,".125",".279",".216","0.495","11","0","10",,".222",".220",".262","-0.024",".024","86.1","18.4",27.1,"4",6.8,5.1,32.2,6.5,45.3,46.2,"59"
"Maton, Nick","665155","2023","26","249","293","43","26","9","0","8","73","38",24.9,13,".173",".305",".288","0.593","32","1","29",,".268",".242",".269","-0.018","-0.026","86.1","18.2",31.8,"15",8.4,2.8,31.5,6.2,31.2,45.1,"179"
"Peña, Jeremy","665161","2023","25","577","634","152","107","32","3","10","129","43",20.3,6.8,".263",".381",".324","0.705","52","13","81",,".310",".339",".334",".004",".011","88","5.5",32.4,"18",4,5.3,35.8,6.9,28.3,53.2,"450"
"Tatis Jr., Fernando","665487","2023","24","575","635","148","89","33","1","25","141","53",22.2,8.3,".257",".449",".322","0.771","78","29","91",,".332",".339",".371","-0.024","-0.059","91.9","11",31.5,"48",11,7.8,49.3,7.3,30.5,54.1,"438"
"Guerrero Jr., Vladimir","665489","2023","24","602","682","159","103","30","0","26","100","67",14.7,9.8,".264",".444",".345","0.789","94","5","78",,".340",".314",".359","-0.035","-0.059","92.1","10.5",32.4,"56",11.1,6.1,49.2,7.2,23,50.6,"506"
"Pache, Cristian","665506","2023","24","84","95","20","10","7","1","2","27","10",28.4,10.5,".238",".417",".319","0.736","11","2","12",,".320",".351",".359","-0.006",".025","89.9","8.6",39.7,"4",6.9,5.2,44.8,8.1,34.6,47.6,"58"
"Soto, Juan","665742","2023","24","568","708","156","88","32","1","35","129","132",18.2,18.6,".275",".519",".410","0.929","109","12","97",,".395",".351",".367","-0.009","-0.019","93.2","6.7",28.5,"58",13,7.6,55.3,7,20.4,35.8,"445"
"Taveras, Leody","665750","2023","24","511","554","136","88","31","3","14","117","35",21.1,6.3,".266",".421",".312","0.733","67","14","67",,".316",".342",".352","-0.004",".014","90.1","10.2",35.2,"29",7.2,5.5,43.1,7.4,24.2,49.4,"401"
"Amaya, Miguel","665804","2023","24","131","156","28","19","4","0","5","40","12",25.6,7.7,".214",".359",".329","0.688","18","0","17",,".310",".304",".332","-0.018","-0.034","87","18.6",34.4,"9",9.7,6.5,33.3,9.1,27.3,46.3,"93"
"Cabrera, Oswaldo","665828","2023","24","298","330","63","47","11","0","5","72","25",21.8,7.6,".211",".299",".275","0.574","29","8","35",,".256",".276",".276",".000","-0.010","87.8","13.4",27.7,"8",3.5,5.2,32.5,7.9,23.5,50.5,"231"
"Cruz, Oneil","665833","2023","24","32","40","8","6","1","0","1","8","7",20,17.5,".250",".375",".375","0.750","4","3","7",,".335",".320",".277",".036",".007","89.5","10.5",20,"1",4,8,36,6.1,30.1,45.1,"25"
"Valdez, Enmanuel","665839","2023","24","139","149","37","23","8","0","6","37","8",24.8,5.4,".266",".453",".311","0.764","19","5","17",,".328",".363",".322",".030",".027","87.5","10.2",35.3,"11",10.8,8.8,33.7,5.1,24.3,43.8,"102"
"Chisholm Jr., Jazz","665862","2023","25","352","383","88","55","12","2","19","118","26",30.8,6.8,".250",".457",".304","0.761","51","22","50",,".325",".373",".337",".026",".026","90.3","10.7",25.3,"29",12.2,6.3,41.8,6.3,35.7,44.9,"237"
"Fermín, José","665877","2023","24","51","61","12","11","1","0","0","8","6",13.1,9.8,".235",".255",".339","0.594","4","0","2",,".281",".279",".324","-0.038","-0.083","89.5","9.9",35.6,"0",0,0,33.3,9.1,12.2,41.1,"45"
"Ruiz, Esteury","665923","2023","24","449","497","114","84","24","1","5","99","20",19.9,4,".254",".345",".309","0.654","47","67","47",,".290",".325",".299",".020",".029","82.7","9.9",32.7,"9",2.5,3.4,20,7.8,25.1,51.9,"355"
"Giménez, Andrés","665926","2023","24","557","616","140","93","27","5","15","112","32",18.2,5.2,".251",".399",".314","0.713","62","30","76",,".309",".313",".306",".006",".032","84.8","13.1",29.9,"25",5.5,4.2,27,7.2,25,54.6,"452"
"Aranda, Jonathan","666018","2023","25","87","103","20","13","4","1","2","31","13",30.1,12.6,".230",".368",".340","0.708","13","0","13",,".312",".351",".293",".038",".065","89","8.4",26.3,"3",5.3,5.3,43.9,7.6,29.6,44.3,"57"
"Fermin, Freddy","666023","2023","28","217","235","61","41","10","1","9","50","13",21.3,5.5,".281",".461",".321","0.782","32","0","26",,".333",".359",".357",".004",".004","89.9","11.7",35.1,"17",9.9,3.5,42.7,7.1,24.3,54.6,"171"
"Jones, Nolan","666134","2023","25","367","424","109","63","22","4","20","126","53",29.7,12.5,".297",".542",".389","0.931","62","20","60",,".395",".450",".379",".048",".043","90.1","9.8",34.7,"38",15.7,3.7,41.3,7.1,31.9,41.6,"242"
"Kirilloff, Alex","666135","2023","25","281","319","76","50","14","1","11","80","28",25.1,8.8,".270",".445",".348","0.793","41","1","35",,".343",".373",".362",".009",".020","88.6","12.4",40.2,"15",7.4,8.3,37.7,6.4,27.6,47.3,"204"
"Lowe, Josh","666139","2023","25","466","501","136","81","33","2","20","124","31",24.8,6.2,".292",".500",".335","0.835","83","32","71",,".354",".394",".373",".016",".020","89.1","14.3",36.2,"38",11,4.1,39.7,6.4,30.2,53.3,"345"
"Fitzgerald, Tyler","666149","2023","25","32","34","7","3","2","0","2","10","2",29.4,5.9,".219",".469",".265","0.734","5","2","3",,".310",".318",".226",".064",".219","87.3","18.2",18.2,"1",4.5,4.5,27.3,8.8,25.8,44.9,"22"
"Fletcher, Dominic","666150","2023","25","93","102","28","20","5","1","2","22","7",21.6,6.9,".301",".441",".350","0.791","14","0","10",,".340",".394",".294",".076",".113","89.7","8.5",38.4,"3",4.1,8.2,39.7,8.2,21.1,50,"73"
"Hamilton, David","666152","2023","25","33","39","4","2","2","0","0","10","6",25.6,15.4,".121",".182",".256","0.438","0","2","2",,".216",".174",".215","-0.029",".006","89","17.7",13,"0",0,0,26.1,7.5,20.3,43.1,"23"
"Moniak, Mickey","666160","2023","25","311","323","87","50","21","2","14","113","9",35,2.8,".280",".495",".307","0.802","45","6","35",,".339",".439",".392",".032",".045","89","19.7",38.9,"25",12.6,3.5,39.2,7.4,38.5,61.7,"198"
"Rortvedt, Ben","666163","2023","25","68","79","8","5","1","0","2","19","11",24.1,13.9,".118",".221",".241","0.462","4","0","6",,".219",".163",".253","-0.064","-0.067","88","16.3",34.7,"3",6.1,0,34.7,6.5,27.9,42.2,"49"
"Rutherford, Blake","666164","2023","26","35","36","6","6","0","0","0","10","1",27.8,2.8,".171",".171",".194","0.365","2","0","4",,".166",".240",".225",".011","-0.021","87.1","-0.7",8,"0",0,0,20,5.9,31.7,60.7,"25"
"Sabol, Blake","666165","2023","25","310","344","73","50","10","0","13","117","24",34,7,".235",".394",".301","0.695","44","4","36",,".303",".374",".320",".036",".025","89.1","16.1",31,"22",11.2,6.1,38.6,7.5,35.4,52.3,"197"
"Adell, Jo","666176","2023","24","58","62","12","5","3","1","3","25","4",40.3,6.5,".207",".448",".258","0.706","6","1","7",,".299",".364",".291",".041",".120","87.3","12.6",18.2,"3",9.1,3,39.4,6.9,38.5,51.7,"33"
"Benson, Will","666181","2023","25","287","329","79","45","15","8","11","103","40",31.3,12.2,".275",".498",".365","0.863","31","19","51",,".369",".427",".360",".045",".100","90.2","14.6",40.5,"19",10.3,9.2,42.2,7.9,31.5,42.8,"185"
"Bichette, Bo","666182","2023","25","571","601","175","122","30","3","20","115","27",19.1,4.5,".306",".475",".339","0.814","73","5","69",,".349",".383",".390","-0.006","-0.027","90.2","6.2",38.3,"44",9.6,6.1,44.9,8.4,21.1,56.6,"457"
"Carlson, Dylan","666185","2023","24","219","255","48","34","8","1","5","49","26",19.2,10.2,".219",".333",".318","0.651","27","3","27",,".293",".277",".301","-0.018","-0.048","89.3","15",34.1,"10",5.8,8.1,37.6,6.8,22.6,46,"173"
"Kessinger, Grae","666197","2023","25","40","45","8","5","2","0","1","12","5",26.7,11.1,".200",".325",".289","0.614","1","0","3",,".275",".286",".277",".006","-0.079","86.3","13.6",32.1,"3",10.7,0,32.1,8.5,31.1,44.8,"28"
"Kieboom, Carter","666198","2023","25","87","94","18","12","2","0","4","27","6",28.7,6.4,".207",".368",".266","0.634","11","0","12",,".277",".300",".285",".011",".059","86.1","15.2",33.3,"3",5,1.7,23.3,11.2,34.4,47,"60"
"Trammell, Taylor","666211","2023","25","46","56","6","3","0","0","3","22","9",39.3,16.1,".130",".326",".286","0.612","11","0","7",,".279",".250",".313","-0.034","-0.068","91.5","26.2",16.7,"4",16.7,8.3,45.8,8.3,42.2,42.7,"24"
"Naylor, Bo","666310","2023","23","198","230","47","23","13","0","11","53","30",23,13,".237",".470",".339","0.809","32","5","33",,".347",".322",".295",".020",".091","87.7","21",37,"12",8.2,3.4,30.8,6.9,21.8,44.5,"146"
"Julien, Edouard","666397","2023","24","338","408","89","56","16","1","16","128","64",31.4,15.7,".263",".459",".381","0.840","37","3","60",,".366",".418",".372",".030",".032","89.5","8",38.8,"28",13.1,7.5,44.9,8.4,29.1,37.6,"214"
"Morel, Christopher","666624","2023","24","388","429","96","50","17","3","26","133","36",31,8.4,".247",".508",".313","0.821","70","6","62",,".347",".374",".375",".000",".019","92.1","12.4",29.5,"41",15.9,5,50,7.3,37,49.8,"258"
"Rosario, Eguy","666703","2023","23","36","37","9","5","1","1","2","12","1",32.4,2.7,".250",".500",".270","0.770","6","0","6",,".322",".375",".290",".056",".134","84.9","14.7",37.5,"2",8.3,8.3,25,7,30.7,47.8,"24"
"Castro, Rodolfo","666801","2023","24","227","256","48","35","7","0","6","74","23",28.9,9,".211",".322",".297","0.619","24","1","21",,".277",".312",".280",".022","-0.001","87.2","7.6",27.9,"12",7.8,2.6,35.1,9.4,32.9,47.6,"154"
"Alu, Jake","666906","2023","26","159","175","36","31","2","1","2","42","10",24,5.7,".226",".289",".282","0.571","16","5","14",,".256",".303",".326","-0.016","-0.050","88.6","5.1",35.8,"3",2.5,5.8,33.3,6.8,26.5,50,"120"
"Dalbec, Bobby","666915","2023","28","49","53","10","7","2","0","1","28","4",52.8,7.5,".204",".306",".264","0.570","1","1","6",,".254",".476",".461",".006","-0.071","92.2","13.3",42.9,"5",23.8,4.8,57.1,7.9,47.3,48,"21"
"García, Adolis","666969","2023","30","555","632","136","68","29","0","39","175","65",27.7,10.3,".245",".508",".328","0.836","107","9","108",,".354",".352",".363","-0.005","-0.018","92.1","15.7",36,"62",16.1,8.5,49.7,7.6,31.6,48.6,"386"
"Gurriel Jr., Lourdes","666971","2023","29","551","592","144","83","35","2","24","103","33",17.4,5.6,".261",".463",".309","0.772","82","5","65",,".329",".320",".325","-0.003",".024","89.7","10.6",35.3,"38",8.4,6.9,46,7.6,18.7,49.1,"450"
"Julks, Corey","667452","2023","27","298","323","73","53","14","0","6","75","22",23.2,6.8,".245",".352",".297","0.649","33","15","35",,".286",".324",".330","-0.003","-0.021","87.9","17",36,"11",4.9,5.3,36,6.9,25.4,45.8,"225"
"Myers, Dane","667472","2023","27","67","70","18","14","3","0","1","19","2",27.1,2.9,".269",".358",".286","0.644","9","1","9",,".278",".367",".409","-0.030","-0.039","91.8","-1.8",28.6,"1",2,10.2,53.1,8.8,25.2,48.5,"49"
"Rooker Jr., Brent","667670","2023","28","463","526","114","63","20","1","30","172","49",32.7,9.3,".246",".488",".329","0.817","69","4","61",,".348",".386",".375",".009",".010","91.6","17.6",37.3,"46",15.6,7.1,49.5,7.2,38.2,46.1,"295"
"Arozarena, Randy","668227","2023","28","551","654","140","95","19","3","23","156","80",23.9,12.2,".254",".425",".364","0.789","83","22","95",,".347",".350",".342",".011","-0.010","91.7","11.3",31.8,"49",12.3,7.8,48.3,6.8,29.1,43,"400"
"Pratto, Nick","668472","2023","24","306","345","71","48","16","0","7","138","29",40,8.4,".232",".353",".307","0.660","35","1","33",,".292",".413",".373",".023",".014","87.5","13.4",40.7,"14",8.1,6.4,41.9,6.9,35.3,43.1,"172"
"Rogers, Jake","668670","2023","28","331","365","73","41","11","0","21","118","28",32.3,7.7,".221",".444",".286","0.730","49","1","47",,".312",".340",".356","-0.006","-0.005","90.4","14.7",40.3,"26",12,10.2,45.6,7.5,31.7,45.8,"216"
"Bleday, JJ","668709","2023","25","256","303","50","29","11","0","10","72","42",23.8,13.9,".195",".355",".310","0.665","27","5","35",,".297",".267",".276","-0.006",".007","88.6","15.5",29.9,"12",6.4,4.3,35.3,8.5,28,43.6,"187"
"Steer, Spencer","668715","2023","25","582","665","158","95","37","3","23","139","68",20.9,10.2,".271",".464",".356","0.820","86","15","74",,".355",".353",".330",".019",".047","88.7","15.3",35.3,"30",6.7,6.5,37.1,8.2,24.1,43.8,"447"
"Baddoo, Akil","668731","2023","24","312","357","68","43","13","1","11","89","42",24.9,11.8,".218",".372",".310","0.682","34","14","40",,".299",".304",".307",".000",".001","88.1","10.8",26.5,"14",6.2,3.5,36.8,6.7,24.8,47,"226"
"Knizner, Andrew","668800","2023","28","224","241","54","33","11","0","10","62","12",25.7,5,".241",".424",".287","0.711","31","2","30",,".306",".331",".305",".020",".033","89.6","14.3",26.8,"13",7.9,6.7,40.9,9.1,27.3,54.8,"164"
"Reynolds, Bryan","668804","2023","28","574","640","151","91","31","5","24","138","53",21.6,8.3,".263",".460",".330","0.790","84","12","85",,".338",".342",".366","-0.017","-0.030","90.9","10.9",36.9,"49",11.1,6.6,47.3,6.9,28.2,47.4,"442"
"Capel, Conner","668843","2023","26","73","86","19","14","5","0","0","25","12",29.1,14,".260",".329",".372","0.701","3","5","6",,".322",".396",".361",".023",".034","86.4","13.1",41.7,"0",0,4.2,18.8,9.9,29.3,41.6,"48"
"Vientos, Mark","668901","2023","23","218","233","46","31","5","1","9","71","10",30.5,4.3,".211",".367",".253","0.620","22","1","19",,".267",".309",".351","-0.025","-0.055","92.5","9.5",24.2,"16",10.7,6,51,5.7,36.7,53,"149"
"Lewis, Royce","668904","2023","24","217","239","67","45","7","0","15","55","20",23,8.4,".309",".548",".372","0.920","52","6","36",,".393",".414",".356",".044",".067","90.2","16.2",33.3,"19",11.7,6.8,42,8.3,27.3,47.4,"162"
"Turang, Brice","668930","2023","23","404","448","88","70","9","3","6","94","38",21,8.5,".218",".300",".285","0.585","34","26","46",,".262",".282",".292","-0.006","-0.021","85.5","12.6",34.3,"9",2.9,6.3,27,7.6,21.5,47.9,"315"
"Rutschman, Adley","668939","2023","25","588","687","163","111","31","1","20","101","92",14.7,13.4,".277",".435",".374","0.809","80","1","84",,".352",".331",".353","-0.015","-0.034","88.4","12.6",37,"37",7.5,6.5,38.6,6.9,15.6,41,"492"
"Rojas, Josh","668942","2023","29","314","350","77","56","17","0","4","81","27",23.1,7.7,".245",".338",".303","0.641","40","12","47",,".284",".325",".309",".015",".007","87.1","13",35.6,"9",3.8,5.9,28.9,6.2,24.1,44.3,"239"
"Kreidler, Ryan","668952","2023","25","18","18","2","2","0","0","0","7","0",38.9,0,".111",".111",".111","0.222","0","0","2",,".098",".182",".156",".016","-0.012","87.3","13.8",18.2,"0",0,0,27.3,9.7,41.7,50,"11"
"Mitchell, Garrett","669003","2023","24","65","73","16","10","2","1","3","26","7",35.6,9.6,".246",".446",".315","0.761","7","1","10",,".326",".400",".368",".020",".102","86.7","7.5",40,"4",10,5,37.5,5.5,39.7,45.3,"40"
"Melendez Jr., MJ","669004","2023","24","533","602","125","75","29","5","16","170","62",28.2,10.3,".235",".398",".316","0.714","56","6","65",,".310",".341",".344",".000","-0.034","93.2","16.9",34.6,"42",11.4,8.2,49.6,7.4,34.4,47.9,"367"
"Marsh, Brandon","669016","2023","25","404","472","112","69","25","6","12","144","59",30.5,12.5,".277",".458",".372","0.830","60","10","58",,".358",".424",".363",".043",".067","91.3","12.4",37.7,"24",9.1,8.3,48.7,6.7,27.3,42.4,"265"
"Stowers, Kyle","669065","2023","25","30","33","2","2","0","0","0","12","3",36.4,9.1,".067",".067",".152","0.219","0","0","1",,".117",".111",".239","-0.077","-0.124","87.5","17.2",5.6,"0",0,5.6,22.2,6.8,35.9,54.2,"18"
"Huff, Sam","669087","2023","25","43","45","11","6","2","0","3","17","2",37.8,4.4,".256",".512",".289","0.801","6","0","5",,".337",".423",".386",".023",".015","90.2","5.4",26.9,"4",15.4,11.5,50,8.8,44.4,56.6,"26"
"Langeliers, Shea","669127","2023","25","448","490","92","47","19","4","22","143","34",29.2,6.9,".205",".413",".268","0.681","63","3","52",,".290",".300",".312","-0.008","-0.013","90.6","19.6",30.8,"41",13.3,6.8,44.5,7.8,32.1,50.3,"308"
