"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_stolen_base","b_swinging_strike","r_run","r_stolen_base_pct","xba","xslg","woba","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","batted_ball"
"Rojas, Miguel","500743","2022","507","111","84","19","2","6",12,5.1,".236",".323",".283","0.606","9","123","34",,".264",".347",".268",".293",".310","86.1","10.1",33.1,"8",1.9,27.1,"96.249960631","92.126001845",15.5,47.9,"414"
"Díaz, Yandy","650490","2022","558","140","98","33","0","9",10.8,14,".296",".423",".401","0.824","3","115","71",,".288",".424",".366",".365",".395","92.2","7.7",30.7,"20",4.8,49,"103.107838195","96.208559878",14.3,41.3,"414"
"VanMeter, Josh","642165","2022","192","32","22","5","2","3",23.4,9.9,".187",".292",".266","0.558","4","54","15",,".224",".341",".251",".288",".301","88.1","14.3",37.5,"6",4.7,33.6,"97.489094531","92.863354961",20.1,36.4,"128"
"Cronenworth, Jake","630105","2022","684","140","89","30","4","17",19.2,10.2,".239",".390",".332","0.722","3","169","88",,".221",".356",".318",".303",".319","87.6","18.2",32.3,"26",5.6,34.1,"97.917362826","93.091918039",18,41.8,"464"
"Dubón, Mauricio","643289","2022","265","52","38","9","0","5",11.3,4.9,".214",".313",".252","0.565","2","64","31",,".240",".331",".248",".272",".280","84.7","16.7",28.1,"5",2.3,29.9,"96.436572294","92.243366359",15.2,55.6,"221"
"McKinstry, Zach","656716","2022","185","33","19","6","3","5",28.1,8.6,".199",".361",".273","0.634","7","62","21",,".229",".342",".280",".288",".300","86.4","12.9",41.4,"5",4.3,30.2,"96.760488421","92.451668761",21.1,46.6,"116"
"Papierski, Michael","657709","2022","103","13","11","1","0","1",25.2,9.7,".143",".187",".228","0.415","0","26","7",,".171",".204",".197",".217",".253","77.4","12.2",28.4,"0",0,9,"88.340397273","89.381348308",19.1,43.5,"67"
"Judge, Aaron","592450","2022","696","177","87","28","0","62",25.1,15.9,".311",".686",".425","1.111","16","341","133",,".305",".706",".458",".463",".422","95.9","15",39,"106",26.5,61.8,"107.110072714","99.053359221",29.8,42.7,"400"
"Herrera, Jose","645444","2022","124","21","19","2","0","0",27.4,7.3,".189",".207",".250","0.457","0","44","9",,".152",".180",".213",".186",".215","84.7","3",23.5,"0",0,11.1,"92.613748158","90.421960667",23.5,42.1,"81"
"García, Adolis","666969","2022","657","151","85","34","5","27",27.9,6.1,".250",".456",".300","0.756","25","405","88",,".244",".447",".324",".322",".296","92.1","13.2",36.9,"55",12.9,47.4,"102.368780141","95.786867388",33.5,53.5,"428"
"Rosario, Eddie","592696","2022","270","53","35","12","1","5",25.2,6.3,".212",".328",".259","0.587","3","140","27",,".200",".318",".258",".250",".249","87.7","15.2",32.4,"10",5.4,33,"97.161292527","92.836894341",31.9,53.5,"185"
"Pratto, Nick","668472","2022","182","29","12","9","1","7",36.3,10.4,".184",".386",".271","0.657","0","114","18",,".173",".322",".287",".267",".266","86","19.7",34.4,"12",12.5,36.5,"98.384692128","93.208049043",34.4,45.5,"96"
"Ruf, Darin","573131","2022","388","68","45","12","0","11",27.1,11.6,".204",".338",".307","0.645","2","151","52",,".219",".371",".291",".310",".321","89.2","14.8",34.5,"20",8.6,40.5,"100.481181724","94.46914931",27.5,40.4,"232"
"France, Ty","664034","2022","613","151","103","27","1","20",15.3,5.7,".274",".436",".338","0.774","0","189","65",,".262",".397",".337",".321",".330","87.6","10",34.8,"25",5.4,36.8,"99.035163319","93.565264683",19.3,52.5,"462"
"Sierra, Magneuris","642423","2022","96","15","11","1","3","0",26,4.2,".165",".242",".200","0.442","6","39","7",,".197",".234",".195",".212",".230","82.2","7.2",22.4,"0",0,16.4,"94.478225","91.413321017",24.2,54.9,"67"
"Díaz, Aledmys","649557","2022","327","74","49","13","0","12",16.2,5.5,".243",".403",".287","0.690","1","126","35",,".261",".396",".301",".308",".306","86.6","12.4",30.3,"16",6.3,36.8,"99.127629206","93.589932143",22.7,52.4,"254"
"Carlson, Dylan","666185","2022","488","102","60","30","4","8",19.3,9.2,".236",".380",".316","0.696","5","203","56",,".234",".355",".306",".301",".316","86.1","12.9",35.7,"15",4.4,27.2,"96.293953036","92.150882262",25.6,46.2,"342"
"Vaughn, Andrew","683734","2022","555","138","92","28","1","17",17.3,5.6,".271",".429",".321","0.750","0","173","60",,".255",".415",".327",".319",".311","90.8","7.5",34.1,"33",7.9,48.6,"101.162950291","95.12858284",21,47,"419"
"Andujar, Miguel","609280","2022","140","31","24","5","1","1",19.3,3.6,".235",".311",".257","0.568","4","55","13",,".253",".351",".247",".281",".281","84.4","9.2",34.3,"4",3.7,31.5,"97.706368148","92.953611028",23.4,51.9,"108"
"Bohm, Alec","664761","2022","631","164","124","24","3","13",17.4,4.9,".280",".398",".315","0.713","2","213","79",,".290",".436",".310",".333",".327","90.2","10.4",37.7,"33",6.8,43,"100.649873374","94.552579815",21.1,51.2,"486"
"Witt Jr., Bobby","677951","2022","632","150","93","31","6","20",21.4,4.7,".254",".428",".294","0.722","30","256","82",,".252",".427",".311",".313",".294","89.7","16.8",32.5,"40",8.7,38.6,"100.836506783","94.527115512",25.2,51.8,"461"
"Freeman, Freddie","518692","2022","708","199","129","47","2","21",14.4,11.9,".325",".511",".407","0.918","13","226","117",,".313",".538",".393",".403",".400","91.3","13.6",42.9,"51",9.9,47.8,"100.761588016","95.094269494",19.5,49.3,"517"
"Hernández, César","514917","2022","617","139","106","28","4","1",18.5,7.3,".248",".318",".311","0.629","10","201","64",,".248",".329",".283",".290",".312","84.8","9.3",33.3,"11",2.4,29.7,"96.449267051","92.257329931",20.4,47.5,"451"
"Harris II, Michael","671739","2022","441","123","74","27","3","19",24.3,4.8,".297",".514",".339","0.853","20","201","75",,".268",".460",".368",".335",".312","89.5","4.5",32.8,"31",10.1,45.1,"102.581692941","95.614748459",28.1,52.4,"308"
"Machado, Manny","592518","2022","644","172","102","37","1","32",20.7,9.8,".298",".531",".366","0.897","9","267","100",,".267",".450",".382",".341",".340","91.5","16",36.7,"44",9.8,49,"102.622706786","95.790495526",24.9,50.8,"447"
"Alfaro, Jorge","595751","2022","274","63","42","14","0","7",35.8,4,".246",".383",".285","0.668","1","202","25",,".238",".397",".291",".295",".278","89.4","8",38.5,"18",11.2,38.5,"102.020939625","95.196380755",38,62.6,"161"
"Chisholm Jr., Jazz","665862","2022","241","54","26","10","4","14",27.4,8.7,".254",".535",".325","0.860","12","124","39",,".242",".473",".365",".345",".320","90.4","15.5",37.3,"25",16.7,46.7,"100.669336216","94.818931905",32.1,47.2,"150"
"Pujols, Albert","405395","2022","351","83","45","14","0","24",15.7,8,".270",".550",".345","0.895","1","114","42",,".262",".499",".380",".365",".343","91.2","16.4",34.5,"31",12,47.3,"102.064436899","95.425491822",21.3,48.2,"258"
"DeJong, Paul","657557","2022","237","33","18","9","0","6",33.3,8.9,".157",".286",".245","0.531","3","141","19",,".182",".327",".241",".267",".267","87.6","21.7",25.6,"13",9.8,37.6,"99.542111493","93.858530902",35.2,48.8,"133"
"Zunino, Mike","572287","2022","123","17","9","3","0","5",37.4,4.9,".148",".304",".195","0.499","0","90","7",,".182",".329",".219",".252",".232","91.8","20.8",34.3,"6",8.6,41.4,"101.818613429","95.463730286",40.2,51,"70"
"Bader, Harrison","664056","2022","313","73","55","10","3","5",19.8,4.8,".250",".356",".294","0.650","17","106","38",,".230",".317",".286",".267",".276","83.4","16.7",28.4,"8",3.4,26.3,"96.180596034","92.143730991",22.1,48,"232"
"Torkelson, Spencer","679529","2022","404","73","48","16","1","8",24.5,9.2,".203",".319",".285","0.604","0","158","38",,".226",".378",".272",".305",".307","90.5","15",35.4,"22",8.4,41.8,"100.743731756","94.657766412",25.6,45.9,"263"
"Peterson, Jace","607054","2022","328","68","44","14","2","8",25.9,10.1,".236",".382",".316","0.698","12","125","44",,".231",".362",".306",".300",".313","88.6","9.7",33.7,"15",7.2,36.1,"98.360158137","93.264631576",26.7,40.9,"208"
"Eaton, Nate","681987","2022","122","28","20","4","3","1",24.6,8.2,".264",".387",".331","0.718","11","48","16",,".233",".352",".313",".297",".307","85.8","13.6",43.8,"4",5,27.5,"96.58405675","92.346357848",23.8,49.1,"80"
"Hayes, Ke'Bryan","663647","2022","560","123","89","24","3","7",21.8,8.6,".244",".345",".314","0.659","20","163","55",,".250",".354",".294",".303",".321","91","5.2",30.6,"15",3.9,46.8,"102.263213822","95.477046745",20.7,43.3,"385"
"Mercedes, Yermín","606213","2022","83","17","11","5","0","1",20.5,10.8,".233",".342",".325","0.667","0","37","9",,".253",".392",".301",".329",".343","87.5","25.3",42.9,"4",7.1,28.6,"97.540917857","92.781276429",22.7,49.9,"56"
"Odor, Rougned","596059","2022","472","88","53","19","3","13",23.1,6.8,".207",".357",".275","0.632","6","197","49",,".207",".339",".278",".277",".279","87.8","21.5",30.5,"21",6.5,33.3,"98.233676795","93.245734647",27.3,50.6,"321"
"Trammell, Taylor","666211","2022","117","20","7","9","0","4",28.2,11.1,".196",".402",".284","0.686","2","66","15",,".206",".357",".300",".292",".294","88.3","20.5",29.6,"7",9.9,28.2,"97.776181429","92.975271014",33.7,47.7,"71"
"Rodgers, Brendan","663898","2022","581","140","94","30","3","13",17.4,7.9,".266",".408",".325","0.733","0","202","72",,".265",".404",".321",".326",".330","90","4.6",31.3,"31",7.2,45.9,"101.127645047","94.882864603",22.7,49.4,"431"
"Velazquez, Andrew","623205","2022","349","63","46","8","0","9",34.1,4.3,".196",".304",".236","0.540","17","213","37",,".202",".312",".239",".246",".243","88","8.2",33,"14",6.6,34,"98.780373093","93.494339433",34,53.9,"212"
"Belt, Brandon","474832","2022","298","54","36","9","1","8",27.2,12.4,".213",".350",".326","0.676","1","158","25",,".215",".412",".303",".326",".328","88.4","23.4",38.5,"22",12.6,38.5,"99.264489048","93.872087679",32.4,47.1,"174"
"Stephenson, Tyler","663886","2022","183","53","38","9","0","6",25.7,6.6,".319",".482",".372","0.854","1","72","24",,".260",".394",".370",".318",".323","87.1","11.1",46.3,"8",6.6,34.7,"97.521469508","92.827161901",27,43.6,"121"
"Hosmer, Eric","543333","2022","419","102","75","19","0","8",15.3,8.8,".268",".382",".334","0.716","0","122","38",,".258",".379",".313",".311",".327","88.4","3.1",29.3,"18",5.7,39.7,"101.224912803","94.690963706",18.8,49,"317"
"Gregorius, Didi","544369","2022","232","45","31","9","4","1",15.5,5.6,".210",".304",".263","0.567","1","102","17",,".237",".327",".251",".275",".288","84.5","15.8",33.3,"5",2.8,22.8,"94.452718539","91.340268249",24,60.5,"180"
"Marte, Ketel","606466","2022","558","118","62","42","2","12",18.1,9.9,".240",".407",".321","0.728","5","171","68",,".251",".377",".317",".315",".333","90.1","13.5",31.6,"24",6.1,41.9,"101.202754619","94.845027056",20.7,46.1,"396"
"Sheets, Gavin","657757","2022","410","91","57","19","0","15",21,6.6,".241",".411",".295","0.706","0","153","34",,".224",".359",".308",".283",".281","88.6","14.8",32.3,"19",6.5,36.1,"98.93534363","93.559241787",21.9,47.7,"294"
"Renfroe, Hunter","592669","2022","522","121","68","23","1","29",23.2,7.5,".255",".492",".315","0.807","1","221","62",,".240",".438",".347",".323",".303","90.5","17.7",32.7,"39",10.9,43.6,"101.645981292","95.173188394",27,47.8,"358"
"Mountcastle, Ryan","663624","2022","609","139","88","28","1","22",25.3,7.1,".250",".423",".305","0.728","4","352","62",,".277",".509",".316",".362",".332","91.3","15.9",39.5,"61",15,46.3,"101.941494208","95.335163391",29.8,56.2,"408"
"Semien, Marcus","543760","2022","724","163","101","31","5","26",16.6,7.3,".248",".429",".304","0.733","25","242","101",,".243",".394",".317",".306",".301","87.3","19.9",32.4,"37",6.8,34.9,"97.838624343","93.00847117",20.6,47.2,"547"
"Celestino, Gilberto","665482","2022","347","74","59","12","1","2",22.2,9.2,".238",".302",".313","0.615","4","125","30",,".219",".294",".280",".270",".297","87.3","-1.9",27.1,"6",2.5,34.3,"98.33701431","93.262711767",23.4,44.5,"236"
"Voit III, Luke","572228","2022","568","113","69","22","0","22",31.5,9.7,".226",".402",".308","0.710","1","418","55",,".222",".434",".311",".322",".306","89.8","18.4",34.6,"48",14.7,44.3,"101.411871585","94.98573844",37.6,52,"327"
"Higashioka, Kyle","543309","2022","248","52","35","7","0","10",21,4.8,".227",".389",".264","0.653","0","112","27",,".254",".444",".282",".317",".291","90.9","17.2",36.6,"18",9.8,48.1,"101.231678333","95.189627056",26.8,50.6,"183"
"Hummel, Cooper","669450","2022","201","31","17","8","3","3",31.8,11.4,".176",".307",".274","0.581","4","75","20",,".210",".332",".262",".292",".307","87.6","7.7",30.1,"8",7.1,35.4,"99.536416429","93.823074324",27.5,40.9,"113"
"Carpenter, Kerry","681481","2022","113","26","15","4","1","6",28.3,5.3,".252",".485",".310","0.795","0","56","16",,".211",".397",".342",".294",".274","87.2","14.5",37.5,"8",11.1,36.1,"97.789840556","92.926224583",27.8,52.5,"72"
"Haniger, Mitch","571745","2022","247","55","36","8","0","11",26.3,8.1,".246",".429",".308","0.737","0","118","31",,".245",".450",".319",".328",".309","91.9","18.2",31.1,"19",11.8,47.2,"101.996690741","95.72188441",29.6,45.5,"161"
"Bryant, Kris","592178","2022","181","49","32","12","0","5",14.9,9.4,".306",".475",".376","0.851","0","66","28",,".279",".426",".370",".344",".352","85","13.5",31.9,"9",6.7,29.6,"96.85815","92.461882963",21.5,47.4,"135"
"Gurriel Jr., Lourdes","666971","2022","493","132","94","32","1","5",16.8,6.3,".291",".400",".343","0.743","3","171","52",,".273",".400",".327",".321",".328","90.6","10.9",34.7,"14",3.8,45.7,"100.376795914","94.662022446",21.3,48.7,"372"
"Reyes, Franmil","614177","2022","473","97","64","17","2","14",33.2,6.3,".221",".365",".273","0.638","2","294","43",,".203",".358",".280",".275",".259","92","9.9",27.8,"32",11.3,45.8,"102.075082606","95.415814488",37.1,47.8,"284"
"Olivares, Edward","658668","2022","174","46","34","8","0","4",20.7,5.7,".286",".410",".333","0.743","2","80","24",,".288",".433",".326",".339",".339","89.2","6.6",34.9,"8",6.3,38.9,"99.966220794","94.23725184",24.9,51.2,"126"
"Tsutsugo, Yoshi","660294","2022","193","29","23","4","0","2",25.9,9.8,".171",".229",".249","0.478","0","71","11",,".197",".285",".221",".254",".275","88.8","10.1",32.3,"7",5.6,36.3,"98.366657419","93.35715629",21.9,44,"124"
"Zavala, Seby","664874","2022","205","48","32","14","0","2",31.2,9.3,".270",".382",".347","0.729","0","153","22",,".207",".326",".323",".283",".295","88.8","22.7",41.2,"11",9.2,37,"98.11221069","93.374340172",37.6,53.5,"119"
"Maldonado, Martín","455117","2022","379","64","37","12","0","15",30.6,5.8,".186",".352",".248","0.600","0","221","40",,".181",".325",".264",".253",".245","88.4","14.7",31.6,"19",8.1,40.2,"98.987733509","93.59831443",32.2,49.9,"234"
"Cooper, Garrett","643265","2022","469","108","64","33","2","9",25.4,8.5,".261",".415",".337","0.752","0","170","37",,".260",".436",".330",".341",".338","89.6","8.8",39,"32",10.7,43.7,"101.295185","94.99247689",25.1,45.2,"300"
"Pérez, Michael","605421","2022","132","18","12","0","0","6",24.2,7.6,".149",".298",".214","0.512","1","55","10",,".205",".359",".228",".276",".266","88.8","18.3",35.6,"7",7.8,36.7,"98.192780667","93.304814719",28.4,44.3,"90"
"Naylor, Josh","647304","2022","498","115","67","28","0","20",16.1,7.6,".256",".452",".319","0.771","6","160","47",,".257",".430",".331",".327",".323","89.4","10.3",28.9,"32",8.6,42.8,"101.054916237","94.744173602",19.5,51,"374"
"Nimmo, Brandon","607043","2022","673","159","106","30","7","16",17.2,10.5,".274",".433",".367","0.800","3","206","102",,".256",".403",".353",".338",".353","89.4","6.1",28.1,"33",7,39.8,"100.251301732","94.354698482",19.6,43.8,"470"
"Hiura, Keston","669374","2022","266","53","30","8","1","14",41.7,8.6,".226",".449",".316","0.765","5","198","34",,".205",".425",".334",".317",".297","91.7","16.1",41.1,"19",15.3,45.2,"103.00306629","95.913755285",40.1,49,"124"
"Chavis, Michael","656308","2022","426","92","59","16","3","14",29.6,4.5,".229",".389",".265","0.654","1","222","39",,".217",".336",".282",".261",".256","85.4","11.1",33,"21",7.5,38.7,"99.520768345","93.803336787",30.8,57.7,"279"
"Andrus, Elvis","462101","2022","577","133","84","32","0","17",15.9,6.8,".249",".404",".303","0.707","18","194","66",,".245",".360",".310",".293",".300","87.9","11.9",29.1,"20",4.5,34.8,"98.336003699","93.236647643",21.4,45.6,"443"
"Garcia, Leury","544725","2022","315","63","52","8","0","3",20.6,2.2,".210",".267",".233","0.500","2","143","38",,".233",".325",".221",".258",".258","87","6.2",30,"10",4.2,35.6,"97.781782479","92.939701197",24.4,56.4,"240"
"Bleday, JJ","668709","2022","238","34","17","10","2","5",28.2,12.6,".167",".309",".277","0.586","4","111","21",,".188",".313",".266",".278",".296","86.3","25",37.4,"12",8.6,33.8,"97.363228429","92.749834317",27.9,46.7,"139"
"Marisnick, Jake","545350","2022","82","18","10","6","0","2",29.3,4.9,".234",".390",".272","0.662","2","43","9",,".226",".361",".283",".270",".265","88.4","19.9",33.3,"4",7.4,42.6,"101.038234583","94.796227234",30.7,57.6,"54"
"Torres, Gleyber","650402","2022","572","135","82","28","1","24",22.6,6.8,".257",".451",".310","0.761","10","267","73",,".244",".441",".328",".319",".298","90.4","17.5",36.2,"43",10.7,45.3,"100.5348042","94.660057845",27.1,49.6,"401"
"LeMahieu, DJ","518934","2022","541","122","92","18","0","12",13.1,12.4,".261",".377",".357","0.734","4","105","74",,".274",".403",".329",".344",".369","89.2","3",32.8,"21",5.3,41.1,"99.499628485","94.048075494",15.7,39.5,"399"
"Gordon, Nick","624503","2022","443","110","69","28","4","9",23.7,4.3,".272",".427",".316","0.743","6","224","45",,".261",".464",".321",".333",".308","90.6","12.5",36.6,"29",9.4,44.7,"99.949105229","94.408223268",27.8,59.4,"309"
"Barnes, Austin","605131","2022","212","38","24","6","0","8",17.5,12.7,".212",".380",".324","0.704","2","54","31",,".210",".329",".315",".298",".323","87.4","13.6",31,"7",4.8,35.2,"98.048094085","93.029970704",17.6,42.1,"145"
"Buxton, Byron","621439","2022","382","76","32","13","3","28",30.4,8.9,".224",".526",".306","0.832","6","212","61",,".242",".509",".356",".358",".323","92.9","21.4",34.2,"37",16.4,50.2,"103.777473894","96.593327289",34.1,46.8,"225"
"Taylor, Tyrone","621438","2022","405","87","46","21","3","17",25.2,5.4,".233",".442",".286","0.728","3","183","49",,".236",".412",".314",".307",".289","88","16.9",34.7,"27",9.9,37.6,"99.154219632","93.742033346",26.5,50.9,"274"
"Dickerson, Corey","572816","2022","297","75","51","17","1","6",16.2,4,".267",".399",".300","0.699","0","120","28",,".264",".371",".303",".293",".297","87.8","10.6",32.8,"9",3.8,32.8,"97.888667863","93.019717253",22.8,58.4,"235"
"Rojas, Josh","668942","2022","510","119","84","25","1","9",19.2,10.8,".269",".391",".349","0.740","23","163","66",,".239",".361",".326",".305",".324","88.8","11.9",33.5,"16",4.5,36.1,"98.050444128","93.265048338",22.2,41,"355"
"Barrera, Luis","642456","2022","85","18","12","5","0","1",20,7.1,".234",".338",".294","0.632","3","23","3",,".208",".304",".280",".257",".272","87.1","5.1",32.8,"2",3.3,32.8,"96.470882","92.307228136",19.6,48.4,"61"
"Garlick, Kyle","664247","2022","162","35","23","3","0","9",29.6,4.9,".233",".433",".284","0.717","0","91","23",,".227",".423",".311",".305",".279","90.2","15.1",36.9,"10",9.7,47.6,"101.399865577","95.232580777",35.2,48.7,"103"
"Chapman, Matt","656305","2022","621","123","68","27","1","27",27.4,11,".229",".433",".324","0.757","2","276","83",,".234",".440",".331",".341",".331","92.2","19",34,"48",12.9,51.2,"102.906606237","96.223630699",28.7,41.7,"373"
"Vogelbach, Daniel","596129","2022","461","92","54","19","1","18",24.7,15.8,".238",".433",".360","0.793","0","118","47",,".236",".428",".349",".350",".360","89.4","15.8",38.1,"29",10.6,39.9,"99.817658603","94.085066691",20.4,32.2,"273"
"Duffy, Matt","622110","2022","247","57","47","8","0","2",20.2,6.9,".250",".311",".308","0.619","0","70","14",,".234",".333",".279",".280",".293","87.1","9.9",38.8,"5",2.8,25.8,"96.07908618","92.086828814",21.8,45.7,"178"
"Giménez, Andrés","665926","2022","557","146","100","26","3","17",20.1,6.1,".297",".466",".371","0.837","20","251","66",,".257",".400",".364",".326",".336","87.8","11.7",31.3,"24",6.2,37.8,"99.022592","93.615976351",26.2,53.7,"386"
"Bruján, Vidal","660644","2022","162","24","16","5","0","3",22.8,7.4,".163",".259",".228","0.487","5","52","13",,".186",".252",".220",".233",".254","86.1","14.2",30.4,"3",2.7,27.7,"96.400896071","92.213595893",20.7,50.5,"112"
"Lowrie, Jed","476704","2022","184","30","22","5","0","3",21.2,8.2,".180",".263",".245","0.508","1","69","14",,".197",".281",".230",".247",".264","86.2","16.3",26.9,"4",3.1,30.8,"96.195900923","92.129717519",25.6,47.3,"130"
"Brosseau, Mike","670712","2022","160","36","25","5","0","6",30,8.8,".255",".418",".344","0.762","2","85","15",,".213",".359",".338",".300",".307","89.1","14.6",34.4,"8",8.6,41.9,"98.509374894","93.686113441",31.1,46.9,"93"
"Harper, Bryce","547180","2022","426","106","59","28","1","18",20.4,10.8,".286",".514",".364","0.878","11","223","63",,".288",".527",".369",".380",".369","92.1","11.8",37.2,"37",12.8,47.9,"102.954593636","96.099964685",28.2,56.2,"290"
"Allen, Greg","656185","2022","134","22","16","4","0","2",31.3,7.5,".186",".271",".260","0.531","8","66","17",,".176",".246",".242",".229",".251","87.6","8.5",25,"2",2.5,32.5,"97.13406027","92.677602568",30.2,46.1,"80"
"Lamb, Jake","571875","2022","111","21","11","6","1","3",34.2,9.9,".216",".392",".315","0.707","0","55","13",,".215",".390",".314",".314",".314","91.5","15",35.6,"7",11.9,44.1,"100.710084667","94.859118475",31.1,43.3,"59"
"Jeffers, Ryan","680777","2022","236","44","26","10","1","7",26.3,9.7,".208",".363",".285","0.648","0","83","25",,".218",".424",".287",".315",".295","88.2","18.2",35.8,"20",13.2,42.4,"101.152073919","94.809587415",22.6,46.2,"151"
"Robert Jr., Luis","673357","2022","401","108","78","18","0","12",19.2,4.2,".284",".426",".319","0.745","11","197","54",,".272",".449",".324",".327",".307","89.3","10",32.6,"27",8.9,42.8,"101.454212895","94.809771678",27.1,61.5,"304"
"Estrada, Thairo","642731","2022","541","127","89","22","2","14",16.5,6.1,".260",".400",".322","0.722","21","164","71",,".246",".352",".317",".299",".312","86.2","8.1",31.6,"18",4.4,31.1,"97.092146345","92.54814231",19.7,49.2,"405"
"Heineman, Tyler","623168","2022","174","34","26","8","0","0",9.8,4.6,".217",".268",".276","0.544","1","45","16",,".248",".293",".248",".273",".305","82.7","19.9",34,"0",0,13.2,"92.651305672","90.496265038",15.3,55.3,"144"
"Pasquantino, Vinnie","686469","2022","298","76","56","10","0","10",11.4,11.7,".295",".450",".383","0.833","1","63","25",,".289",".475",".365",".374",".380","91.2","12.1",34.1,"20",8.8,46.9,"101.197336607","95.08140192",15.3,46,"226"
"Bride, Jonah","681146","2022","187","33","28","4","0","1",17.1,10.2,".204",".247",".301","0.548","1","42","17",,".217",".300",".257",".282",".314","86.9","11.5",31.8,"2",1.5,31.1,"96.774698182","92.509176031",17.1,35.9,"132"
"Barnhart, Tucker","571466","2022","308","62","51","10","0","1",24,8.1,".221",".267",".287","0.554","0","98","16",,".201",".264",".253",".244",".269","84.5","10.1",30.3,"4",1.9,26,"95.275826176","91.655968177",22.5,46.2,"208"
"Kelly, Carson","608348","2022","354","67","42","18","0","7",20.1,8.2,".211",".334",".282","0.616","2","109","40",,".225",".345",".275",".288",".298","87.7","14.7",33.2,"13",5.2,36.8,"98.3885","93.265690161",21.1,43.6,"250"
"Kelenic, Jarred","672284","2022","181","23","10","5","1","7",33.7,8.8,".141",".313",".221","0.534","5","100","20",,".174",".354",".238",".271",".254","86","18",27.2,"14",13.6,35,"99.0507575","93.58765835",33.3,48.5,"103"
"Pache, Cristian","665506","2022","260","40","30","5","2","3",26.9,5.8,".166",".241",".218","0.459","2","126","18",,".228",".300",".207",".259",".276","89.4","3.8",25.3,"6",3.4,40.8,"100.207713059","94.45821355",30.2,50.5,"174"
"Grichuk, Randal","545341","2022","538","131","88","21","3","19",23.6,4.5,".259",".425",".299","0.724","4","209","60",,".229",".370",".315",".281",".271","90","8.7",27.3,"26",6.8,43.6,"101.601495926","95.066145714",24.7,50.6,"381"
"Harrison, Josh","543281","2022","425","99","71","19","2","7",16.7,4.9,".256",".370",".317","0.687","2","149","50",,".233",".335",".305",".284",".297","87.4","14.7",32,"12",3.8,32.3,"96.783559748","92.431292303",21.5,54.7,"319"
"Báez, Javier","595879","2022","590","132","84","27","4","17",24.9,4.4,".238",".393",".278","0.671","9","362","64",,".226",".374",".291",".281",".268","87.9","9.6",29.7,"33",8,38,"99.689131182","93.890376232",35.8,55.8,"411"
"Arcia, Orlando","606115","2022","234","51","33","9","0","9",21.8,9,".244",".416",".316","0.732","0","100","25",,".253",".421",".321",".329",".327","90.7","11.7",30,"12",7.5,42.5,"100.210780633","94.636873734",27.3,44.7,"160"
"Correa, Carlos","621043","2022","590","152","105","24","1","22",20.5,10.3,".291",".467",".366","0.833","0","208","70",,".276",".484",".362",".363",".353","89.9","11.6",35.3,"46",11.4,44.7,"101.992873251","95.284200765",22,44.4,"405"
"Rutschman, Adley","668939","2022","470","101","52","35","1","13",18.3,13.8,".254",".445",".362","0.807","4","115","70",,".248",".411",".354",".342",".358","87.9","15.6",35.6,"25",7.9,36.8,"99.028130823","93.60531527",17.9,40.5,"315"
"Donovan, Brendan","680977","2022","468","110","83","21","1","5",15,12.8,".281",".379",".394","0.773","2","100","64",,".266",".365",".349",".339",".381","87.7","6",32.7,"11",3.4,37.7,"98.14258882","93.299366978",15.6,38.1,"324"
"Plawecki, Kevin","608700","2022","186","37","28","8","0","1",17.2,7.5,".220",".286",".286","0.572","0","61","15",,".228",".299",".259",".268",".294","89.3","11.4",28.3,"0",0,37.7,"99.158922794","93.839090221",19.9,46.7,"138"
"González, Luis","670768","2022","350","78","55","17","2","4",21.4,8.6,".251",".357",".320","0.677","10","138","31",,".215",".306",".299",".268",".289","86.9","10.9",27,"7",2.9,32,"97.698676404","92.886404298",22.7,47.2,"241"
"Jung, Josh","673962","2022","102","20","10","4","1","5",38.2,3.9,".204",".418",".235","0.653","2","48","9",,".225",".403",".280",".287",".255","85.5","14.3",40.7,"6",10.2,32.2,"98.305209333","93.279324746",30.8,47,"59"
"Melendez Jr., MJ","669004","2022","534","100","58","21","3","18",24.5,12.4,".217",".393",".313","0.706","2","239","57",,".237",".410",".310",".332",".334","90.7","15.1",31,"35",10.4,43.5,"100.595888323","94.716383713",27.8,44.6,"336"
"Rosario, Amed","642708","2022","670","180","134","26","9","11",16.6,3.7,".283",".403",".312","0.715","18","228","86",,".276",".396",".311",".310",".308","88.4","5",31.1,"24",4.5,38.3,"99.690201132","93.991990529",21,53.1,"530"
"Paredes, Isaac","670623","2022","381","68","32","16","0","20",17.6,11.5,".205",".435",".304","0.739","0","91","48",,".210",".348",".323",".297",".310","87.4","15.8",27.4,"17",6.4,38.7,"98.355538496","93.255665472",16.5,39.8,"266"
"Murphy, Sean","669221","2022","612","134","77","37","2","18",20.3,9.2,".250",".426",".332","0.758","1","248","67",,".255",".439",".331",".344",".340","88.7","11.5",34.7,"44",10.5,41.4,"101.085158756","94.706891435",24,49.3,"418"
