"last_name, first_name","player_id","year","pa","hit","single","double","triple","home_run","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","r_total_stolen_base","b_swinging_strike","r_run","r_stolen_base_pct","xba","xslg","woba","xwoba","xobp","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","batted_ball"
"Greene, Riley","682985","2022","418","95","68","18","4","5",28.7,8.6,".253",".362",".321","0.683","1","163","46",,".246",".388",".303",".316",".318","89.5","2.8",32,"24",9.3,45.2,"102.14516814","95.266459961",25.6,45.3,"259"
"Montero, Elehuris","660707","2022","185","41","19","15","1","6",32.4,4.3,".233",".432",".270","0.702","0","102","21",,".213",".338",".303",".260",".251","89.8","13.2",34.5,"10",8.6,39.7,"100.524698276","94.381819741",35.5,52.2,"116"
"Taveras, Leody","665750","2022","341","82","61","14","2","5",25.8,6.2,".261",".366",".309","0.675","11","148","39",,".226",".318",".297",".267",".277","89.3","12",28.7,"10",4.3,36.1,"99.307027387","93.803918054",28.1,49.2,"230"
"Flores, Wilmer","527038","2022","602","120","72","28","1","19",17.1,9.8,".229",".394",".316","0.710","0","181","72",,".233",".370",".312",".310",".322","87.8","20.7",35.7,"27",6.3,35.4,"97.672013814","92.963528089",18.9,45.6,"429"
"Solak, Nick","669256","2022","95","17","13","1","0","3",20,7.4,".207",".329",".309","0.638","3","34","14",,".242",".409",".291",".335",".338","86.7","5.7",28.1,"5",7.8,34.4,"98.943208065","93.471604032",23.8,42.3,"64"
"Aguilar, Jesús","542583","2022","507","109","74","19","0","16",23.5,5.5,".235",".379",".281","0.660","1","239","39",,".240",".393",".288",".298",".288","87.7","19.1",39.7,"24",6.9,36,"98.459753543","93.301003066",27,49.5,"350"
"Vierling, Matt","663837","2022","357","80","60","12","2","6",19.6,6.4,".246",".351",".297","0.648","7","103","41",,".275",".404",".285",".324",".328","91.2","12",35.2,"13",5,47.1,"101.211212846","94.995167231",19.5,44.6,"261"
"Fraley, Jake","641584","2022","247","56","35","9","0","12",21.9,10.5,".259",".468",".344","0.812","4","99","33",,".248",".417",".352",".333",".338","85.1","13.8",33.5,"12",7.3,27.6,"96.829050864","92.417868519",24.1,45.9,"164"
"Hicks, Aaron","543305","2022","453","83","64","9","2","8",24.1,13.7,".216",".313",".330","0.643","10","194","54",,".218",".336",".292",".303",".333","87.9","14.8",25.2,"16",5.8,33.1,"98.078223577","93.127214322",25.8,41.1,"278"
"Stowers, Kyle","669065","2022","98","23","15","4","1","3",29.6,5.1,".253",".418",".306","0.724","0","65","11",,".266",".447",".316",".335",".319","91.1","16",38.7,"7",11.3,50,"102.094287742","95.636152581",32.8,55.4,"62"
"Walsh, Jared","665120","2022","454","91","56","18","2","15",30.4,5.9,".215",".374",".269","0.643","2","206","41",,".221",".368",".278",".280",".274","90.1","10.7",34,"27",9.5,42.5,"100.931193759","94.894355638",27.6,49.1,"285"
"Alonso, Pete","624413","2022","685","162","95","27","0","40",18.7,9.8,".271",".518",".352","0.870","5","251","95",,".262",".486",".366",".353",".345","89.8","18.2",34.5,"59",12.3,44.8,"102.849215397","95.616516548",24.2,49.9,"478"
"Margot, Manuel","622534","2022","363","92","68","18","2","4",18.7,6.6,".274",".375",".325","0.700","7","150","36",,".264",".357",".308",".299",".316","89.5","10.2",30.9,"10",3.7,37.9,"99.958428538","94.191039654",24.7,52.7,"269"
"Sánchez, Jesús","660821","2022","343","67","37","14","3","13",26.8,7.6,".214",".403",".280","0.683","1","156","38",,".226",".383",".298",".298",".290","89.5","11",25.7,"22",9.9,40.5,"101.710457117","95.181364706",29.6,47.8,"222"
"Nido, Tomás","621512","2022","313","68","50","15","0","3",24.3,4.5,".239",".324",".276","0.600","0","201","31",,".242",".377",".265",".287",".279","86.3","8.3",40.1,"14",6.3,33.3,"97.78503301","92.921847902",34.4,60.5,"222"
"Trejo, Alan","676701","2022","125","32","22","6","0","4",24.8,4,".271",".424",".312","0.736","1","58","15",,".242",".375",".321",".291",".285","86.2","13.6",37.9,"4",4.6,31.4,"96.419990698","92.215872674",25,52.6,"87"
"Aranda, Jonathan","666018","2022","87","15","9","4","0","2",26.4,9.2,".192",".321",".276","0.597","0","27","10",,".205",".348",".264",".279",".289","91.1","5.9",29.1,"4",7.3,45.5,"100.631155185","94.661134074",22.4,44,"55"
"Cabrera, Miguel","408234","2022","433","101","86","10","0","5",23.3,6.5,".254",".317",".305","0.622","1","200","25",,".234",".331",".275",".275",".290","89.9","5",35.2,"14",4.7,38.2,"99.360961867","93.99969786",27,50.2,"301"
"Seager, Corey","608369","2022","663","145","87","24","1","33",15.5,8.7,".245",".455",".317","0.772","3","296","91",,".283",".510",".331",".372",".354","91.1","13.6",38.4,"52",10.5,45.5,"101.598305628","95.219542252",26.5,54.5,"495"
"Riley, Austin","663586","2022","693","168","89","39","2","38",24.2,8.2,".273",".528",".349","0.877","2","332","90",,".271",".531",".377",".378",".348","92.5","12.9",37.7,"71",15.7,50.8,"104.398300222","96.785171533",27.6,51.5,"451"
"McCarthy, Jake","664983","2022","354","91","64","16","3","8",21.5,6.5,".283",".427",".342","0.769","23","165","53",,".249",".357",".337",".298",".310","87.4","8",32.5,"12",4.8,33.7,"98.235931513","93.298753151",27.4,53.1,"249"
"Hampson, Garrett","641658","2022","226","42","30","7","3","2",27.9,9.3,".211",".307",".287","0.594","12","87","29",,".202",".290",".267",".261",".282","86.5","10.2",29.8,"6",4.3,27.7,"96.783443077","92.495778992",25.4,44.4,"141"
"Refsnyder, Rob","608701","2022","177","47","30","11","0","6",26,8.5,".307",".497",".384","0.881","1","66","25",,".286",".472",".381",".374",".371","89.9","13.1",49.1,"12",10.9,44.5,"100.556991091","94.660920727",24.8,42.5,"110"
"Harrison, Monte","656509","2022","14","2","1","0","0","1",57.1,14.3,".182",".455",".357","0.812","1","14","5",,".121",".272",".361",".282",".309","103","8.7",0,"1",33.3,100,"104.93608","102.976973333",60,41,"3"
"Lopes, Christian","547173","2022","10","0","0","0","0","0",50,10,".000",".000",".100","0.100","0","4","0",,".173",".223",".069",".222",".256","91.1","27.6",75,"0",0,25,"96.00989","92.004945",26.1,48.9,"4"
"Allen, Austin","664119","2022","16","1","1","0","0","0",56.3,6.3,".071",".071",".188","0.259","0","15","1",,".067",".108",".143",".153",".183","92.7","25",20,"0",0,60,"99.038233333","94.818966",48.5,49.3,"5"
"Hamilton, Caleb","643348","2022","23","1","0","0","0","1",60.9,17.4,".056",".222",".227","0.449","0","23","5",,".068",".216",".219",".222",".238","95.7","2.3",40,"1",20,60,"102.19248","96.8750525",49,46.8,"5"
"Jackson, Alex","656577","2022","12","3","3","0","0","0",58.3,0,".250",".250",".250","0.500","0","10","0",,".183",".210",".221",".173",".183","79.7","17",40,"0",0,0,"81.424583333","88",46.2,65,"5"
"Krizan, Jason","607249","2022","10","1","1","0","0","0",30,20,".125",".125",".300","0.425","0","2","0",,".151",".174",".226",".251",".321","94.5","9.2",40,"0",0,40,"99.114206667","95.339044",15.4,31.7,"5"
"Thomas, Dillon","605504","2022","14","1","1","0","0","0",42.9,14.3,".091",".091",".286","0.377","0","9","1",,".092",".105",".213",".217",".286","82.9","-5.7",0,"0",0,40,"95.55225","93.185412",45,42.6,"5"
"Pineda, Israel","672832","2022","14","1","1","0","0","0",50,7.1,".077",".077",".143","0.220","0","9","1",,".091",".112",".112",".131",".156","88.9","7.2",33.3,"0",0,16.7,"94.11659","91.669066667",44.4,62.8,"6"
"Outman, James","681546","2022","16","6","3","2","0","1",43.8,12.5,".462",".846",".563","1.409","0","10","6",,".218",".324",".584",".319",".364","99.6","16.5",50,"0",0,83.3,"106.426596667","101.232326667",38.7,49.2,"6"
"Garneau, Dustin","572863","2022","11","3","2","1","0","0",36.4,9.1,".300",".400",".364","0.764","0","8","1",,".243",".448",".338",".334",".312","89.5","40.6",33.3,"1",16.7,16.7,"97.290386667","92.911185",35.7,53.8,"6"
"Short, Zack","670097","2022","13","0","0","0","0","0",38.5,15.4,".000",".000",".154","0.154","1","9","2",,".112",".269",".106",".232",".245","91.8","39.8",50,"2",33.3,50,"99.634506667","94.193005",45,38.5,"6"
"Whitefield, Aaron","664334","2022","11","0","0","0","0","0",45.5,0,".000",".000",".000","0.000","0","7","0",,".159",".285",".000",".189",".159","95.3","-1.8",33.3,"1",16.7,50,"103.911796667","97.571343333",45,41.7,"6"
"Okey, Chris","608360","2022","13","2","2","0","0","0",38.5,0,".167",".167",".231","0.398","0","4","3",,".165",".185",".191",".200",".229","86.2","15.9",14.3,"0",0,14.3,"92.2704425","90.529261429",22.7,46.8,"7"
"Davis, Brendon","663478","2022","11","2","2","0","0","0",27.3,9.1,".200",".200",".273","0.473","1","8","2",,".240",".394",".223",".311",".309","88","34.2",42.9,"1",14.3,42.9,"97.4071625","93.491647143",36.4,48.9,"7"
"Katoh, Gosuke","641741","2022","11","1","0","1","0","0",9.1,27.3,".143",".286",".400","0.686","0","1","2",,".207",".245",".333",".344",".445","83.3","25.6",14.3,"0",0,14.3,"91.76154","90.889335",6.3,42.1,"7"
"Dunand, Joe","656388","2022","11","3","1","1","0","1",27.3,0,".300",".700",".364","1.064","0","5","2",,".131",".232",".449",".205",".210","85.9","40.1",28.6,"0",0,28.6,"91.9978625","90.990168571",26.1,48.9,"7"
"Pillar, Kevin","607680","2022","13","1","0","1","0","0",30.8,7.7,".083",".167",".154","0.321","0","7","1",,".192",".364",".150",".272",".255","88.2","10.7",25,"1",12.5,25,"99.88945","94.372665",34.8,51.1,"8"
"Bradley, Bobby","656252","2022","17","2","2","0","0","0",52.9,0,".118",".118",".118","0.236","0","17","1",,".147",".185",".104",".144",".147","87.5","2.7",25,"0",0,50,"102.3819925","95.19099625",48.6,54.7,"8"
"Lopez, Otto","672640","2022","10","6","6","0","0","0",10,10,".667",".667",".700","1.367","0","0","0",,".283",".308",".599",".302",".354","85.5","4.2",37.5,"0",0,37.5,"97.1351825","92.8954125",7.1,38.9,"8"
"Alvarez, Francisco","682626","2022","14","2","0","1","0","1",28.6,14.3,".167",".500",".286","0.786","0","12","3",,".253",".655",".336",".421",".360","89.1","15.3",37.5,"3",37.5,37.5,"102.5950125","95.41843625",40,50.8,"8"
"Lavastida, Bryan","681526","2022","15","1","1","0","0","0",26.7,20,".083",".083",".267","0.350","0","4","0",,".112",".125",".197",".221",".289","87.6","6.2",0,"0",0,37.5,"97.18608","92.7774725",33.3,31.6,"8"
"Bannon, Rylan","676625","2022","15","2","2","0","0","0",33.3,0,".143",".143",".200","0.343","0","9","0",,".126",".180",".166",".173",".184","88.7","0.9",11.1,"0",0,44.4,"97.829154","94.048668889",35.7,49.1,"9"
"Dixon, Brandon","641525","2022","14","3","2","1","0","0",35.7,0,".214",".286",".214","0.500","0","5","1",,".239",".293",".216",".234",".239","88.4","20.2",33.3,"0",0,33.3,"97.428408","93.382834444",29.2,39.3,"9"
"Aguilar, Ryan","666922","2022","26","3","2","1","0","0",53.8,7.7,".136",".182",".231","0.413","0","26","2",,".131",".202",".197",".204",".228","93.3","10.5",44.4,"0",0,33.3,"99.04246","95.061015556",48.3,57.4,"9"
"Ellis, Drew","656403","2022","17","3","2","1","0","0",41.2,5.9,".188",".250",".235","0.485","0","9","2",,".178",".228",".219",".205",".226","88.4","9.4",44.4,"0",0,33.3,"94.363078","91.535043333",24.3,46.3,"9"
"Hamilton, Billy","571740","2022","23","1","1","0","0","0",52.2,8.7,".050",".050",".136","0.186","10","23","13",,".154",".174",".103",".196",".231","78.4","28.3",33.3,"0",0,11.1,"90.54521","91.915963333",53.1,56.3,"9"
"Walker, Steele","667727","2022","16","1","0","0","0","1",25,12.5,".071",".286",".188","0.474","0","6","1",,".219",".401",".216",".317",".317","88.2","19.4",30,"2",20,40,"98.200678","93.329789",27.6,50.9,"10"
"Machado, Dixon","553988","2022","17","3","3","0","0","0",29.4,5.9,".200",".200",".294","0.494","0","7","1",,".240",".264",".239",".281",".330","71.6","22.5",30,"0",0,10,"86.186512","88.923981",26.9,42.6,"10"
"Mastrobuoni, Miles","670156","2022","17","3","3","0","0","0",35.3,5.9,".188",".188",".235","0.423","1","6","1",,".171",".207",".196",".196",".220","86.3","-2.2",20,"0",0,10,"93.924566","90.962283",26.9,38.2,"10"
"Godoy, José","608422","2022","22","1","1","0","0","0",40.9,9.1,".050",".050",".136","0.186","0","14","3",,".110",".129",".103",".158",".191","78","-3",27.3,"0",0,18.2,"92.572264","91.342053",33.3,62.1,"11"
"Johnson, Bryce","669369","2022","19","2","2","0","0","0",36.8,5.3,".111",".111",".158","0.269","0","8","1",,".166",".191",".129",".183",".210","82.6","13.5",45.5,"0",0,18.2,"93.31258","90.897770909",31,50.9,"11"
"Severino, Pedro","600474","2022","21","4","2","2","0","0",33.3,14.3,".222",".333",".333","0.666","0","12","0",,".150",".198",".303",".227",".271","86.7","16.3",36.4,"0",0,18.2,"94.839596667","91.917471818",30.4,48.4,"11"
"Souza Jr., Steven","519306","2022","19","3","3","0","0","0",42.1,0,".158",".158",".158","0.316","0","13","0",,".181",".203",".140",".169",".181","83.3","23.6",36.4,"0",0,18.2,"90.473553333","89.979872727",35,54.8,"11"
"O'Hoppe, Logan","681351","2022","16","4","4","0","0","0",18.8,12.5,".286",".286",".375","0.661","0","9","1",,".234",".294",".307",".287",".330","84.3","24.6",36.4,"0",0,9.1,"92.40453","90.402470909",36.7,50,"11"
"Kolozsvary, Mark","656627","2022","21","4","1","2","0","1",42.9,4.8,".200",".450",".238","0.688","0","4","3",,".192",".304",".294",".236",".231","88.3","-1.8",45.5,"1",9.1,45.5,"98.683816667","94.076961818",20,39,"11"
"Shaw, Travis","543768","2022","19","0","0","0","0","0",36.8,0,".000",".000",".000","0.000","0","12","0",,".081",".110",".000",".081",".081","79.3","29",41.7,"0",0,8.3,"89.902043333","89.910435455",27.1,59.3,"12"
"Herrera, Iván","671056","2022","22","2","2","0","0","0",36.4,9.1,".111",".111",".190","0.301","0","7","0",,".116",".144",".150",".167",".196","85.2","8.1",16.7,"0",0,16.7,"95.246921667","91.952866364",28.2,39.8,"12"
"Young, Jared","676724","2022","22","5","3","2","0","0",31.8,13.6,".263",".368",".364","0.732","1","18","2",,".235",".362",".329",".316",".339","90.7","9.3",41.7,"1",8.3,50,"103.526338333","95.950998333",41.3,46.9,"12"
"Reyes, Pablo","622569","2022","16","4","4","0","0","0",12.5,6.3,".267",".267",".313","0.580","0","3","1",,".160",".186",".264",".187",".213","83.6","1.1",15.4,"0",0,7.7,"90.542616667","89.624936667",10.3,49.2,"13"
"Davis, Jaylin","664041","2022","27","8","7","1","0","0",40.7,11.1,".333",".375",".407","0.782","0","27","4",,".227",".272",".352",".272",".313","88.2","7.1",53.8,"0",0,38.5,"99.263558571","94.163736923",50,42.2,"13"
"Batten, Matthew","676946","2022","22","2","1","1","0","0",27.3,9.1,".105",".158",".227","0.385","0","10","0",,".188",".246",".193",".258",".299","86.3","3.4",38.5,"0",0,30.8,"95.92967","92.269822308",27.5,44,"13"
"Ramos, Heliot","671218","2022","22","2","2","0","0","0",27.3,9.1,".100",".100",".182","0.282","0","15","4",,".211",".366",".143",".290",".283","87.4","1.7",21.4,"1",7.1,42.9,"102.43344","95.21672",41.5,53.2,"14"
"Piña, Manny","444489","2022","17","2","2","0","0","0",5.9,5.9,".143",".143",".235","0.378","0","4","1",,".192",".405",".187",".298",".288","81.9","9",14.3,"1",7.1,21.4,"93.087495714","91.797813077",13.8,44.6,"14"
"Guthrie, Dalton","656495","2022","28","7","6","0","0","1",25,21.4,".333",".476",".500","0.976","1","16","3",,".237",".344",".437",".363",".427","76.8","8.1",50,"1",7.1,14.3,"89.103695714","89.921977143",32.7,40.8,"14"
"Haseley, Adam","656514","2022","25","5","5","0","0","0",28,12,".238",".238",".333","0.571","0","11","4",,".219",".254",".270",".266",".316","84","-14.7",13.3,"0",0,33.3,"96.041551429","92.020775714",27.1,52.2,"15"
"Lee, Korey","686676","2022","26","4","2","2","0","0",34.6,3.8,".160",".240",".192","0.432","0","16","1",,".105",".126",".192",".120",".139","83.6","10.5",12.5,"0",0,25,"93.26511125","91.043435",30,60,"16"
"Pérez, Carlos","656024","2022","18","4","2","2","0","0",11.1,0,".222",".333",".222","0.555","0","8","0",,".232",".298",".238",".234",".232","82.4","15.4",25,"0",0,12.5,"90.515415","89.72187125",22,53.9,"16"
"Beckham, Tim","542921","2022","25","2","2","0","0","0",36,0,".080",".080",".080","0.160","0","17","1",,".186",".235",".071",".181",".186","90.5","-0.4",12.5,"0",0,50,"101.5056975","95.50426",36.5,57.1,"16"
"DeLuzio, Ben","641512","2022","25","3","2","1","0","0",20,12,".150",".200",".292","0.492","0","13","3",,".268",".311",".242",".330",".390","72.8","12.8",37.5,"0",0,12.5,"84.559385","89.671839333",28.6,50.5,"16"
"Plummer, Nick","663911","2022","31","4","1","1","0","2",38.7,3.2,".138",".379",".194","0.573","0","15","4",,".200",".396",".248",".280",".252","89.1","7.8",47.1,"2",11.8,41.2,"100.664212222","94.946844118",36.2,49,"17"
"Garcia, Maikel","672580","2022","23","7","6","1","0","0",21.7,4.3,".318",".364",".348","0.712","0","4","1",,".229",".274",".315",".242",".262","85.9","3.3",29.4,"0",0,29.4,"94.654387778","91.541960588",15.4,41.9,"17"
"Proctor, Ford","665154","2022","22","2","1","0","0","1",13.6,9.1,".111",".278",".182","0.460","0","8","3",,".228",".310",".197",".302",".326","89.4","-10.5",29.4,"1",5.9,29.4,"97.325226667","93.107843529",25,44.4,"17"
"Rivero, Sebastián ","665861","2022","29","4","4","0","0","0",34.5,6.9,".154",".154",".214","0.368","0","18","2",,".163",".263",".175",".221",".223","87.2","12.7",17.6,"1",5.9,35.3,"100.05495125","94.09649125",33.3,49.1,"17"
"Payton, Mark","592622","2022","25","3","3","0","0","0",16,16,".143",".143",".280","0.423","0","8","3",,".157",".181",".216",".236",".292","84.6","22.5",11.8,"0",0,11.8,"91.032321111","89.83413",15.7,53.4,"17"
"Siani, Michael","672279","2022","24","4","4","0","0","0",29.2,0,".167",".167",".167","0.334","0","9","1",,".164",".207",".147",".161",".164","81","30.7",29.4,"0",0,23.5,"95.6169375","91.80846875",25,44.9,"17"
"Thomas, Cody","642137","2022","32","8","8","0","0","0",37.5,6.3,".267",".267",".313","0.580","0","36","1",,".224",".279",".264",".247",".273","89.5","9.3",33.3,"0",0,38.9,"98.98887","93.831318889",48.1,63.2,"18"
"Alvarez, Eddy","657193","2022","27","4","4","0","0","0",33.3,0,".160",".160",".154","0.314","1","11","1",,".191",".220",".136",".179",".188","88","10.3",22.2,"0",0,27.8,"96.002405556","92.270659412",29.1,55.6,"18"
"Fox, Lucius","665650","2022","28","2","2","0","0","0",32.1,3.6,".080",".080",".115","0.195","1","15","2",,".156",".211",".094",".182",".188","81.8","-3.5",11.1,"1",5.6,33.3,"95.43933875","92.16679625",30.9,50.5,"18"
"Florial, Estevan","664314","2022","35","3","3","0","0","0",37.1,8.6,".097",".097",".200","0.297","2","30","4",,".149",".256",".155",".235",".246","85.6","14.3",16.7,"1",5.6,27.8,"96.359127778","92.462302353",46.4,49.3,"18"
"Hernandez, Elier","609274","2022","35","6","4","2","0","0",42.9,2.9,".182",".242",".200","0.442","0","29","4",,".168",".227",".193",".183",".187","84","30.7",36.8,"1",5.3,15.8,"92.420282","90.379245263",40.8,55.5,"19"
"Downs, Jeter","669023","2022","41","6","4","1","0","1",51.2,2.4,".154",".256",".171","0.427","0","37","4",,".137",".181",".184",".153",".158","82.9","19",26.3,"0",0,21.1,"94.900232","91.820564737",41.7,55.2,"19"
"Schrock, Max","621011","2022","27","4","4","0","0","0",22.2,3.7,".154",".154",".185","0.339","0","11","1",,".189",".237",".156",".203",".219","82.8","19.4",25,"0",0,25,"94.127482","91.096783",20.8,60.9,"20"
"Martin Jr., Richie","621006","2022","33","5","3","0","2","0",30.3,9.1,".167",".300",".242","0.542","3","14","4",,".182",".264",".240",".238",".256","86.5","6.4",30,"1",5,35,"97.404105","92.934049",28.3,40.8,"20"
"Gutiérrez, Kelvin","642721","2022","33","4","3","1","0","0",24.2,12.1,".143",".179",".250","0.429","1","16","2",,".199",".331",".208",".284",".302","89.6","5.9",25,"1",5,35,"97.974823","93.636943684",31,43.6,"20"
"Murphy, Tom","608596","2022","42","10","7","2","0","1",31,19,".303",".455",".439","0.894","0","23","9",,".290",".536",".397",".420",".429","94.3","13.4",45,"4",20,60,"104.918625","98.028022",33.3,44.8,"20"
"Henry, Payton","668721","2022","35","4","4","0","0","0",22.9,14.3,".143",".143",".314","0.457","0","13","2",,".187",".203",".241",".279",".350","79.5","-7.4",15,"0",0,10,"90.405935","90.147309",28.3,45.1,"20"
"Goodrum, Niko","592348","2022","45","5","3","2","0","0",51.1,4.4,".116",".163",".156","0.319","1","44","2",,".173",".247",".146",".205",".210","81.9","7.7",20,"1",5,35,"96.553149","92.2765745",42.7,53.9,"20"
"Rooker Jr., Brent","667670","2022","36","4","3","1","0","0",30.6,8.3,".125",".156",".222","0.378","0","21","1",,".183",".306",".186",".264",".274","87.8","13.5",33.3,"1",4.8,42.9,"98.796148182","94.009091429",33.3,50.7,"21"
"Davidson, Matt","571602","2022","37","5","3","0","0","2",35.1,8.1,".147",".324",".216","0.540","0","19","3",,".188",".417",".240",".290",".253","87.3","13.1",23.8,"3",14.3,33.3,"99.907509091","94.240907143",32.3,46.8,"21"
"Hernández, Yonny","660634","2022","28","2","2","0","0","0",14.3,7.1,".083",".083",".154","0.237","2","5","2",,".170",".201",".121",".202",".234","82.3","-12.5",22.7,"0",0,13.6,"91.606844","90.365624737",11.1,46.2,"22"
"Sosa, Lenyn","672820","2022","36","4","2","1","0","1",33.3,2.8,".114",".229",".139","0.368","0","19","3",,".193",".346",".161",".243",".215","86.6","5.7",30.4,"2",8.7,26.1,"96.251788333","92.446245217",26.8,60.3,"23"
"Brinson, Lewis","621446","2022","39","6","1","2","0","3",35.9,5.1,".167",".472",".211","0.683","1","21","5",,".181",".380",".289",".264",".224","87.8","12",30.4,"3",13,34.8,"99.819679091","94.272659524",35,47.6,"23"
"Padlo, Kevin","656821","2022","34","4","3","1","0","0",29.4,2.9,".121",".152",".147","0.299","0","21","0",,".160",".206",".135",".174",".185","90.8","16.4",21.7,"0",0,43.5,"102.4780125","95.686507826",33.3,52.3,"23"
"Almonte, Abraham","501659","2022","37","9","6","2","0","1",32.4,2.7,".257",".400",".297","0.697","1","15","7",,".184",".295",".306",".234",".229","88.1","14.6",34.8,"1",4.3,30.4,"97.3089975","92.870767391",27.1,38.8,"23"
"Hensley, David","682073","2022","34","10","6","2","1","1",17.6,14.7,".345",".586",".441","1.027","0","12","7",,".250",".427",".440",".349",".360","90.3","-0.4",34.8,"1",4.3,39.1,"99.068174167","94.347446087",24.6,40.1,"23"
"Dickerson, Alex","543105","2022","36","4","3","0","0","1",25,8.3,".121",".212",".194","0.406","0","17","3",,".221",".395",".189",".297",".285","90.1","18.2",33.3,"2",8.3,41.7,"100.162001667","94.577181667",29.2,43,"24"
"Vientos, Mark","668901","2022","41","6","4","1","0","1",29.3,12.2,".167",".278",".268","0.546","0","25","3",,".187",".329",".252",".280",".286","93.3","13.1",16.7,"2",8.3,45.8,"103.824514167","97.0921575",29.7,49.7,"24"
"Reks, Zach","676646","2022","34","9","8","1","0","0",29.4,0,".265",".294",".265","0.559","0","14","3",,".225",".310",".245",".231",".225","86.3","19",33.3,"0",0,41.7,"99.422948333","93.789835833",26.6,56.1,"24"
"Tovar, Ezequiel","678662","2022","35","7","5","1","0","1",25.7,5.7,".212",".333",".257","0.590","0","21","2",,".249",".390",".261",".300",".292","88.6","8.5",37.5,"3",12.5,33.3,"98.390343333","93.258712083",32.4,58.7,"24"
"Upton, Justin","457708","2022","57","6","4","1","0","1",40.4,10.5,".125",".208",".263","0.471","0","35","2",,".157",".218",".231",".249",".293","88.5","26.5",36,"1",4,32,"99.128878333","93.64988375",37.5,45.4,"25"
"Nuñez, Dom","624513","2022","41","4","3","1","0","0",24.4,14.6,".121",".152",".244","0.396","0","13","3",,".156",".243",".196",".245",".279","85.3","15.8",28,"1",4,32,"95.453406923","91.891524",20.6,38.2,"25"
"González, Erik","570481","2022","41","7","6","1","0","0",29.3,9.8,".189",".216",".268","0.484","1","27","4",,".224",".268",".227",".263",".300","84.4","-0.7",32,"0",0,20,"95.166554167","91.612839167",31.3,54.5,"25"
"Frazier, Clint","640449","2022","45","8","5","3","0","0",24.4,15.6,".216",".297",".356","0.653","1","17","4",,".203",".292",".305",".300",".345","85.9","18",23.1,"1",3.8,30.8,"97.710853846","93.178426",27.5,41.1,"26"
"Sánchez, Yolmer","570560","2022","44","4","4","0","0","0",29.5,11.4,".108",".108",".214","0.322","0","17","1",,".135",".179",".166",".204",".240","84.4","14",38.5,"0",0,15.4,"93.495089167","90.904037391",22.4,45.9,"26"
"Bae, Ji Hwan","678225","2022","37","11","8","3","0","0",16.2,5.4,".333",".424",".405","0.829","3","10","5",,".244",".270",".370",".280",".325","83.2","4.4",25.9,"0",0,22.2,"96.597569231","92.470736",18.6,49.2,"27"
"Wallach, Chad","595453","2022","40","5","3","1","0","1",22.5,10,".143",".257",".231","0.488","0","21","3",,".243",".438",".224",".332",".321","87","17.7",40.7,"2",7.4,37,"98.675730769","93.413808846",30,47.6,"27"
"Knapp, Andrew","595284","2022","46","5","4","1","0","0",26.1,10.9,".128",".154",".239","0.393","0","23","4",,".185",".247",".195",".254",".293","86.3","17.2",32.1,"0",0,25,"95.527002143","91.90289",28.1,50.6,"28"
"Ruiz, Esteury","665923","2022","36","6","4","1","1","0",19.4,2.8,".171",".257",".194","0.451","1","15","3",,".205",".255",".197",".216",".227","73","19.2",32.1,"1",3.6,10.7,"85.063086429","89.873328519",21.3,56.4,"28"
"Araúz, Jonathan","660620","2022","41","5","4","0","0","1",29.3,2.4,".132",".211",".150","0.361","0","16","3",,".255",".385",".157",".282",".269","87.4","12.1",50,"2",7.1,35.7,"99.193786429","93.86637037",25.4,44.4,"28"
"Baty, Brett","683146","2022","42","7","5","0","0","2",19,4.8,".184",".342",".244","0.586","0","16","4",,".287",".414",".260",".332",".339","91.1","10",43.3,"2",6.7,36.7,"100.49892","94.923889",23.6,49.3,"30"
"Mondesi, Adalberto","609275","2022","54","7","7","0","0","0",37,7.4,".140",".140",".204","0.344","5","39","3",,".166",".231",".166",".211",".228","88","7.8",16.7,"1",3.3,26.7,"97.560296923","92.799797692",43.1,50.7,"30"
"Gallagher, Cam","595956","2022","47","9","4","5","0","0",27.7,6.4,".214",".333",".267","0.600","0","16","1",,".187",".242",".265",".220",".241","85.8","16.3",32.3,"0",0,25.8,"96.084264286","92.051254643",22.4,48.9,"31"
"Duggar, Steven","621453","2022","80","11","7","3","1","0",51.2,8.8,".153",".222",".225","0.447","5","57","7",,".144",".238",".205",".214",".223","92.9","16.9",34.4,"2",6.3,46.9,"101.723999375","95.580566563",42.2,44.8,"32"
"Wallner, Matt","670242","2022","65","13","8","3","0","2",38.5,9.2,".228",".386",".323","0.709","1","43","4",,".175",".265",".311",".245",".277","87.5","12.9",21.9,"3",9.4,53.1,"102.52181","95.903495313",38.1,44,"32"
"Arias, Gabriel","672356","2022","57","9","6","1","1","1",28.1,14,".191",".319",".321","0.640","1","31","9",,".197",".296",".294",".290",".326","88.8","-0.6",18.8,"2",6.3,34.4,"100.516843333","94.398779",36.1,42,"32"
"Quiroz, Esteban","606019","2022","47","11","11","0","0","0",19.1,8.5,".275",".275",".370","0.645","1","17","3",,".226",".297",".303",".290",".327","81.6","11.3",43.8,"1",3.1,28.1,"94.728799333","91.473812667",22.5,43.2,"32"
